company_id,type,rule_id,text,confidence_pct
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
LODHA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
LT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
NAUKRI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NAUKRI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
NTPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
PIDILITIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PIDILITIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
POWERGRID,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
RECLTD,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
RELIANCE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SBILIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SHREECEM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
SHRIRAMFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations.,95
SIEMENS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SUNPHARMA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
TATAMOTORS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TATAMOTORS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TATAPOWER,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
TITAN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,85
TORNTPHARM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TORNTPHARM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
TRENT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TRENT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
TRENT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,85
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,90
ULTRACEMCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ULTRACEMCO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
ULTRACEMCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ULTRACEMCO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
ULTRACEMCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
UNIONBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
UNITDSPR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
UNITDSPR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
UNITDSPR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
VBL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
VBL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
VBL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90
VBL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
VBL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
VBL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
VEDL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
VEDL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
WIPRO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
WIPRO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ZOMATO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
ZOMATO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ZYDUSLIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,90
ZYDUSLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85
ZYDUSLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ZYDUSLIFE,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,88
ZYDUSLIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,85
ZYDUSLIFE,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
ABB,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ADANIENSOL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ADANIENT,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ADANIGREEN,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ADANIPORTS,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ADANIPOWER,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
AMBUJACEM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
APOLLOHOSP,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ASIANPAINT,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ATGL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BAJAJ-AUTO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BAJAJHLDNG,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BEL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BHARTIARTL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BHEL,pro,PRO_DEFAULT,Company has measurable financial metrics available for analysis.,60
BHEL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BPCL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
BRITANNIA,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
CANBK,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
CIPLA,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
COALINDIA,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
DIVISLAB,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
DLF,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
DRREDDY,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
EICHERMOT,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
GAIL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
GODREJCP,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
GRASIM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
HAL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
HDFCLIFE,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
HEROMOTOCO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
HINDALCO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
HINDUNILVR,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ICICIBANK,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ICICIGI,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ICICIPRULI,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
INDIGO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
INDUSINDBK,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
IOC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
IRFC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ITC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
JINDALSTEL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
JSWENERGY,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
JSWSTEEL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
LODHA,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
M&M,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
MARUTI,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
MOTHERSON,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
NAUKRI,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
NESTLEIND,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
NHPC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
NTPC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ONGC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
PFC,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
PIDILITIND,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
PNB,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
RELIANCE,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
SBILIFE,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
SBIN,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
SHREECEM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
SIEMENS,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
SUNPHARMA,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TATACONSUM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TATAMOTORS,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TATAPOWER,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TATASTEEL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TCS,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TECHM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TORNTPHARM,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
TRENT,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ULTRACEMCO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
UNIONBANK,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
UNITDSPR,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
VBL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
VEDL,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
WIPRO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ZOMATO,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
ZYDUSLIFE,con,CON_DEFAULT,No specific negative financial signal was identified by the available screening rules.,60
